reaction_id,overall_two,numCorrect_two,overall_one,numCorrect_one,overall_zero,numCorrect_zero
R-HSA-5665982,0.8888888888888888,8,0.8888888888888888,8,0.8888888888888888,8
R-HSA-983707,0.9714285714285714,68,0.9714285714285714,68,0.9714285714285714,68
R-HSA-8937864,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2
R-HSA-5618331,0.5,1,0.5,1,0.5,1
R-HSA-6799761,0.8,4,0.8,4,0.8,4
R-HSA-9006050,0.25,1,0.25,1,0.25,1
R-HSA-9926521,1.0,1,1.0,1,1.0,1
R-HSA-190065,1.0,2,1.0,2,1.0,2
R-HSA-166038,0.75,3,0.75,3,0.75,3
R-HSA-9827993,1.0,1,1.0,1,1.0,1
R-HSA-6800253,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2
R-HSA-9007582,1.0,1,1.0,1,1.0,1
R-HSA-2395439,0.7272727272727273,8,0.7272727272727273,8,0.7272727272727273,8
R-HSA-9828034,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2
R-HSA-166168,1.0,6,1.0,6,1.0,6
R-HSA-560473,1.0,1,1.0,1,1.0,1
R-HSA-183058,0.7272727272727273,8,0.7272727272727273,8,0.7272727272727273,8
R-HSA-909718,0.0,0,0.0,0,0.0,0
R-HSA-6798335,0.0,0,0.0,0,0.0,0
R-HSA-193705,0.4,2,0.4,2,0.4,2
R-HSA-8870465,0.8333333333333334,5,0.8333333333333334,5,0.8333333333333334,5
R-HSA-76472,0.0,0,0.0,0,0.0,0
R-HSA-8877691,0.5,1,0.5,1,0.5,1
R-HSA-3266557,0.5,2,0.5,2,0.5,2
R-HSA-9824986,1.0,2,1.0,2,1.0,2
R-HSA-8875431,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,1
R-HSA-5690319,1.0,8,1.0,8,1.0,8
R-HSA-2247511,1.0,14,1.0,14,1.0,14
R-HSA-9011971,1.0,1,1.0,1,1.0,1
R-HSA-1564179,0.0,0,0.0,0,0.0,0
R-HSA-5244503,0.8333333333333334,5,0.8333333333333334,5,0.8333333333333334,5
R-HSA-8944232,0.5,1,0.5,1,0.5,1
R-HSA-8951977,0.8,4,0.8,4,0.8,4
R-HSA-5210935,0.75,3,0.75,3,0.75,3
R-HSA-8847544,0.9333333333333333,14,0.9333333333333333,14,0.9333333333333333,14
R-HSA-8853890,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2
R-HSA-4551648,0.5,1,0.5,1,0.5,1
R-HSA-1247842,1.0,5,1.0,5,1.0,5
R-HSA-71552,1.0,4,1.0,4,1.0,4
R-HSA-73585,0.0,0,0.0,0,0.0,0
R-HSA-9694390,0.5,1,0.5,1,0.5,1
R-HSA-9844716,1.0,11,1.0,11,1.0,11
R-HSA-9664397,0.989010989010989,90,0.989010989010989,90,0.989010989010989,90
R-HSA-9018894,0.0,0,0.0,0,0.0,0
R-HSA-445089,0.6,3,0.6,3,0.6,3
R-HSA-9932450,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2
R-HSA-9729330,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,1
R-HSA-9682563,0.75,3,0.75,3,0.75,3
R-HSA-176702,0.8,12,0.8,12,0.8,12
R-HSA-9851102,0.5,1,0.5,1,0.5,1
R-HSA-1299297,1.0,1,1.0,1,1.0,1
R-HSA-1604763,1.0,1,1.0,1,1.0,1
R-HSA-9769307,1.0,1,1.0,1,1.0,1
R-HSA-9701488,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2
R-HSA-9926482,0.5,2,0.5,2,0.5,2
R-HSA-9761452,0.8333333333333334,5,0.8333333333333334,5,0.8333333333333334,5
R-HSA-9021950,0.5,1,0.5,1,0.5,1
R-HSA-9665413,0.8,4,0.8,4,0.8,4
R-HSA-3244647,0.5,1,0.5,1,0.5,1
R-HSA-1655836,1.0,1,1.0,1,1.0,1
R-HSA-397891,0.625,5,0.625,5,0.625,5
R-HSA-422320,1.0,3,1.0,3,1.0,3
R-HSA-5340251,0.875,7,0.875,7,0.875,7
R-HSA-446877,0.6,3,0.6,3,0.6,3
R-HSA-140840,0.8333333333333334,5,0.8333333333333334,5,0.8333333333333334,5
R-HSA-9691621,1.0,2,1.0,2,1.0,2
R-HSA-9694792,0.8571428571428571,6,0.8571428571428571,6,0.8571428571428571,6
R-HSA-1475026,0.0,0,0.0,0,0.0,0
R-HSA-1964496,0.75,3,0.75,3,0.75,3
R-HSA-2160884,0.8888888888888888,8,0.8888888888888888,8,0.8888888888888888,8
R-HSA-6814682,0.9428571428571428,33,0.9428571428571428,33,0.9428571428571428,33
R-HSA-195664,0.0,0,0.0,0,0.0,0
R-HSA-380278,0.0,0,0.0,0,0.0,0
R-HSA-4641253,1.0,4,1.0,4,1.0,4
R-HSA-9625510,0.8333333333333334,5,0.8333333333333334,5,0.8333333333333334,5
R-HSA-9670673,1.0,1,1.0,1,1.0,1
R-HSA-9680388,0.0,0,0.0,0,0.0,0
R-HSA-8878212,1.0,1,1.0,1,1.0,1
R-HSA-113442,0.0,0,0.0,0,0.0,0
R-HSA-1638803,0.9574468085106383,90,0.9574468085106383,90,0.9574468085106383,90
R-HSA-9627089,0.5,3,0.5,3,0.5,3
R-HSA-164845,0.8333333333333334,10,0.8333333333333334,10,0.8333333333333334,10
R-HSA-4093336,0.5,2,0.5,2,0.5,2
R-HSA-9007467,0.875,7,0.875,7,0.875,7
R-HSA-1980042,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,1
R-HSA-936380,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2
R-HSA-9817941,1.0,1,1.0,1,1.0,1
R-HSA-9603302,1.0,3,1.0,3,1.0,3
R-HSA-9674546,0.5,3,0.5,3,0.5,3
R-HSA-1855185,0.0,0,0.0,0,0.0,0
R-HSA-6786072,1.0,10,1.0,10,1.0,10
R-HSA-1462014,1.0,6,1.0,6,1.0,6
R-HSA-2395512,0.625,5,0.625,5,0.625,5
R-HSA-5693691,0.0,0,0.0,0,0.0,0
R-HSA-2465890,1.0,2,1.0,2,1.0,2
R-HSA-8937682,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2
R-HSA-1604722,1.0,1,1.0,1,1.0,1
R-HSA-6791035,1.0,10,1.0,10,1.0,10
R-HSA-9911597,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2
R-HSA-5661116,0.25,1,0.25,1,0.25,1
R-HSA-9828209,1.0,7,1.0,7,1.0,7
R-HSA-198440,1.0,2,1.0,2,1.0,2
R-HSA-997314,0.9473684210526315,18,0.9473684210526315,18,0.9473684210526315,18
R-HSA-9653592,1.0,1,1.0,1,1.0,1
R-HSA-9825406,1.0,1,1.0,1,1.0,1
R-HSA-9834890,0.75,3,0.75,3,0.75,3
R-HSA-3697008,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2
R-HSA-204798,0.8571428571428571,6,0.8571428571428571,6,0.8571428571428571,6
R-HSA-4411351,0.8571428571428571,6,0.8571428571428571,6,0.8571428571428571,6
R-HSA-2467633,1.0,4,1.0,4,1.0,4
R-HSA-432195,0.8,4,0.8,4,0.8,4
R-HSA-447246,0.8,4,0.8,4,0.8,4
R-HSA-1964505,0.8571428571428571,18,0.8571428571428571,18,0.8571428571428571,18
R-HSA-8937869,0.75,3,0.75,3,0.75,3
R-HSA-9623023,1.0,1,1.0,1,1.0,1
R-HSA-9683718,1.0,1,1.0,1,1.0,1
R-HSA-9665703,1.0,5,1.0,5,1.0,5
R-HSA-193653,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2
R-HSA-211247,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,1
R-HSA-1295632,0.8333333333333334,5,0.8333333333333334,5,0.8333333333333334,5
R-HSA-9935449,0.6666666666666666,4,0.6666666666666666,4,0.6666666666666666,4
R-HSA-3662335,0.5,1,0.5,1,0.5,1
R-HSA-211650,0.5,1,0.5,1,0.5,1
R-HSA-193702,1.0,1,1.0,1,1.0,1
R-HSA-9926472,0.5,1,0.5,1,0.5,1
R-HSA-203680,0.875,7,0.875,7,0.875,7
R-HSA-909780,0.0,0,0.0,0,0.0,0
R-HSA-6802916,0.875,7,0.875,7,0.875,7
R-HSA-9694506,0.7142857142857143,5,0.7142857142857143,5,0.7142857142857143,5
R-HSA-3700997,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2
R-HSA-9911605,1.0,4,1.0,4,1.0,4
R-HSA-9825790,0.0,0,0.0,0,0.0,0
R-HSA-399711,1.0,1,1.0,1,1.0,1
R-HSA-9629679,1.0,2,1.0,2,1.0,2
R-HSA-8853379,0.2857142857142857,2,0.2857142857142857,2,0.2857142857142857,2
R-HSA-200879,0.75,3,0.75,3,0.75,3
R-HSA-1791186,1.0,1,1.0,1,1.0,1
R-HSA-9665407,0.0,0,0.0,0,0.0,0
R-HSA-9612444,0.5,1,0.5,1,0.5,1
R-HSA-1015702,0.8979591836734694,44,0.8979591836734694,44,0.8979591836734694,44
R-HSA-5654402,0.8,4,0.8,4,0.8,4
R-HSA-5687183,0.5,3,0.5,3,0.5,3
R-HSA-77325,0.0,0,0.0,0,0.0,0
R-HSA-74372,0.25,1,0.25,1,0.25,1
R-HSA-8954327,0.75,3,0.75,3,0.75,3
R-HSA-9645608,1.0,35,1.0,35,1.0,35
R-HSA-6784861,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2
R-HSA-5693055,0.875,7,0.875,7,0.875,7
R-HSA-9748969,0.0,0,0.0,0,0.0,0
R-HSA-9795207,1.0,1,1.0,1,1.0,1
R-HSA-5629187,1.0,2,1.0,2,1.0,2
R-HSA-211929,0.0,0,0.0,0,0.0,0
R-HSA-216048,1.0,5,1.0,5,1.0,5
R-HSA-5655348,0.75,3,0.75,3,0.75,3
R-HSA-1655828,1.0,1,1.0,1,1.0,1
R-HSA-3222546,1.0,1,1.0,1,1.0,1
R-HSA-391867,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2
R-HSA-5655315,0.9285714285714286,13,0.9285714285714286,13,0.9285714285714286,13
R-HSA-9011543,1.0,2,1.0,2,1.0,2
R-HSA-5617887,1.0,34,1.0,34,1.0,34
R-HSA-1112708,0.75,3,0.75,3,0.75,3
R-HSA-9009533,1.0,13,1.0,13,1.0,13
R-HSA-9612246,0.5,1,0.5,1,0.5,1
R-HSA-9698927,0.875,7,0.875,7,0.875,7
R-HSA-880050,0.0,0,0.0,0,0.0,0
R-HSA-447074,0.9444444444444444,17,0.9444444444444444,17,0.9444444444444444,17
R-HSA-9858646,0.8571428571428571,6,0.8571428571428571,6,0.8571428571428571,6
R-HSA-9619478,0.5555555555555556,5,0.5555555555555556,5,0.5555555555555556,5
R-HSA-72185,0.98,49,0.98,49,0.98,49
R-HSA-444171,1.0,8,1.0,8,1.0,8
R-HSA-6800380,1.0,2,1.0,2,1.0,2
R-HSA-349404,0.8571428571428571,6,0.8571428571428571,6,0.8571428571428571,6
R-HSA-1482759,0.0,0,0.0,0,0.0,0
R-HSA-9708889,1.0,29,1.0,29,1.0,29
R-HSA-210283,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2
R-HSA-8857583,0.5,1,0.5,1,0.5,1
R-HSA-8987150,0.875,7,0.875,7,0.875,7
R-HSA-195304,0.8571428571428571,6,0.8571428571428571,6,0.8571428571428571,6
R-HSA-5624486,0.8333333333333334,5,0.8333333333333334,5,0.8333333333333334,5
R-HSA-5693925,0.5,1,0.5,1,0.5,1
R-HSA-9698962,0.5,1,0.5,1,0.5,1
R-HSA-451056,1.0,2,1.0,2,1.0,2
R-HSA-4615839,1.0,2,1.0,2,1.0,2
R-HSA-9865511,0.5,1,0.5,1,0.5,1
R-HSA-388468,0.75,3,0.75,3,0.75,3
R-HSA-9032854,0.5,3,0.5,3,0.5,3
R-HSA-8847579,0.0,0,0.0,0,0.0,0
R-HSA-390425,0.0,0,0.0,0,0.0,0
R-HSA-75887,0.0,0,0.0,0,0.0,0
R-HSA-6811504,0.5,1,0.5,1,0.5,1
R-HSA-8849891,1.0,7,1.0,7,1.0,7
R-HSA-8959781,1.0,7,1.0,7,1.0,7
R-HSA-9796056,0.75,3,0.75,3,0.75,3
R-HSA-8864569,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2
R-HSA-205238,0.8571428571428571,6,0.8571428571428571,6,0.8571428571428571,6
R-HSA-5694109,0.0,0,0.0,0,0.0,0
R-HSA-6809393,1.0,14,1.0,14,1.0,14
R-HSA-9012203,1.0,9,1.0,9,1.0,9
R-HSA-429157,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,1
R-HSA-8951428,1.0,3,1.0,3,1.0,3
R-HSA-9623355,1.0,1,1.0,1,1.0,1
R-HSA-1678923,0.75,3,0.75,3,0.75,3
R-HSA-6786095,0.8,8,0.8,8,0.8,8
R-HSA-9858647,0.9,9,0.9,9,0.9,9
R-HSA-6799959,1.0,1,1.0,1,1.0,1
R-HSA-997311,0.9473684210526315,18,0.9473684210526315,18,0.9473684210526315,18
R-HSA-8951443,1.0,1,1.0,1,1.0,1
R-HSA-9007647,0.5,1,0.5,1,0.5,1
R-HSA-9009526,1.0,14,1.0,14,1.0,14
R-HSA-191380,0.0,0,0.0,0,0.0,0
R-HSA-1980048,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,1
R-HSA-177939,0.0,0,0.0,0,0.0,0
R-HSA-8962039,1.0,1,1.0,1,1.0,1
R-HSA-9694495,1.0,6,1.0,6,1.0,6
R-HSA-1247649,1.0,1,1.0,1,1.0,1
R-HSA-5679255,0.8333333333333334,5,0.8333333333333334,5,0.8333333333333334,5
R-HSA-186785,0.5,1,0.5,1,0.5,1
R-HSA-164524,0.8571428571428571,12,0.8571428571428571,12,0.8571428571428571,12
R-HSA-1918092,0.8888888888888888,8,0.8888888888888888,8,0.8888888888888888,8
R-HSA-5607755,1.0,1,1.0,1,1.0,1
R-HSA-5635842,0.8,4,0.8,4,0.8,4
R-HSA-3322001,0.6666666666666666,4,0.6666666666666666,4,0.6666666666666666,4
R-HSA-2160874,1.0,1,1.0,1,1.0,1
R-HSA-6807864,0.75,3,0.75,3,0.75,3
R-HSA-8874083,0.8,4,0.8,4,0.8,4
R-HSA-9638078,0.0,0,0.0,0,0.0,0
R-HSA-2243931,0.0,0,0.0,0,0.0,0
R-HSA-8854736,1.0,3,1.0,3,1.0,3
R-HSA-5655289,0.0,0,0.0,0,0.0,0
R-HSA-9825756,0.5,1,0.5,1,0.5,1
R-HSA-192051,0.0,0,0.0,0,0.0,0
R-HSA-9609310,1.0,4,1.0,4,1.0,4
R-HSA-5682011,0.5,1,0.5,1,0.5,1
R-HSA-6801195,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2
R-HSA-1989766,1.0,1,1.0,1,1.0,1
R-HSA-9613451,0.8,4,0.8,4,0.8,4
R-HSA-74181,1.0,1,1.0,1,1.0,1
R-HSA-8854293,0.75,3,0.75,3,0.75,3
R-HSA-947991,1.0,4,1.0,4,1.0,4
R-HSA-975040,1.0,2,1.0,2,1.0,2
R-HSA-9617595,1.0,5,1.0,5,1.0,5
R-HSA-1989747,1.0,1,1.0,1,1.0,1
R-HSA-1912353,0.5,1,0.5,1,0.5,1
R-HSA-3134821,0.75,3,0.75,3,0.75,3
R-HSA-947531,0.0,0,0.0,0,0.0,0
R-HSA-188025,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2
R-HSA-6803234,0.9166666666666666,11,0.9166666666666666,11,0.9166666666666666,11
R-HSA-9830762,1.0,1,1.0,1,1.0,1
R-HSA-199935,0.5,1,0.5,1,0.5,1
R-HSA-416698,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,1
R-HSA-169683,1.0,1,1.0,1,1.0,1
R-HSA-2972979,0.8,4,0.8,4,0.8,4
R-HSA-606287,0.90625,29,0.90625,29,0.90625,29
R-HSA-6783221,0.0,0,0.0,0,0.0,0
R-HSA-5692794,1.0,3,1.0,3,1.0,3
R-HSA-3968362,0.5,1,0.5,1,0.5,1
R-HSA-200740,0.0,0,0.0,0,0.0,0
R-HSA-83650,0.75,3,0.75,3,0.75,3
R-HSA-8935730,1.0,10,1.0,10,1.0,10
R-HSA-9647978,0.0,0,0.0,0,0.0,0
R-HSA-936462,1.0,1,1.0,1,1.0,1
R-HSA-2730886,0.0,0,0.0,0,0.0,0
R-HSA-211272,1.0,1,1.0,1,1.0,1
R-HSA-5654600,0.8,4,0.8,4,0.8,4
R-HSA-1606312,0.6666666666666666,6,0.6666666666666666,6,0.6666666666666666,6
R-HSA-5694421,0.8333333333333334,5,0.8333333333333334,5,0.8333333333333334,5
R-HSA-9012671,1.0,6,1.0,6,1.0,6
R-HSA-391871,0.9166666666666666,11,0.9166666666666666,11,0.9166666666666666,11
R-HSA-8938356,0.5,1,0.5,1,0.5,1
R-HSA-9754775,0.75,3,0.75,3,0.75,3
R-HSA-5683879,1.0,4,1.0,4,1.0,4
R-HSA-727807,1.0,2,1.0,2,1.0,2
R-HSA-6800868,0.875,7,0.875,7,0.875,7
R-HSA-5672843,0.9444444444444444,17,0.9444444444444444,17,0.9444444444444444,17
R-HSA-113503,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2
R-HSA-9712084,0.0,0,0.0,0,0.0,0
R-HSA-8847977,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2
R-HSA-9839367,1.0,1,1.0,1,1.0,1
R-HSA-1855162,0.0,0,0.0,0,0.0,0
R-HSA-9694656,0.0,0,0.0,0,0.0,0
R-HSA-8938231,0.75,3,0.75,3,0.75,3
R-HSA-9665706,0.8,4,0.8,4,0.8,4
R-HSA-6788295,0.5,1,0.5,1,0.5,1
R-HSA-5654672,1.0,19,1.0,19,1.0,19
R-HSA-1482781,0.0,0,0.0,0,0.0,0
R-HSA-111746,0.5,1,0.5,1,0.5,1
R-HSA-9029987,1.0,1,1.0,1,1.0,1
R-HSA-9613565,1.0,5,1.0,5,1.0,5
R-HSA-8850854,0.0,0,0.0,0,0.0,0
R-HSA-9629888,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,1
R-HSA-5656158,0.9523809523809523,20,0.9523809523809523,20,0.9523809523809523,20
R-HSA-5654705,0.0,0,0.0,0,0.0,0
R-HSA-8950183,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2
R-HSA-373717,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2
R-HSA-9926495,0.5,1,0.5,1,0.5,1
R-HSA-8848247,1.0,3,1.0,3,1.0,3
R-HSA-110141,0.0,0,0.0,0,0.0,0
R-HSA-1306972,0.8,4,0.8,4,0.8,4
R-HSA-446364,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2
R-HSA-9856465,0.8333333333333334,5,0.8333333333333334,5,0.8333333333333334,5
R-HSA-157632,1.0,1,1.0,1,1.0,1
R-HSA-159729,1.0,1,1.0,1,1.0,1
R-HSA-9683755,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2
R-HSA-422088,1.0,1,1.0,1,1.0,1
R-HSA-9009072,0.5,1,0.5,1,0.5,1
R-HSA-8940309,1.0,1,1.0,1,1.0,1
R-HSA-8848873,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,1
R-HSA-203901,1.0,1,1.0,1,1.0,1
R-HSA-159733,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2
R-HSA-917979,0.25,1,0.25,1,0.25,1
R-HSA-9770119,0.9866666666666667,74,0.9866666666666667,74,0.9866666666666667,74
R-HSA-6806610,1.0,1,1.0,1,1.0,1
R-HSA-8938174,1.0,2,1.0,2,1.0,2
R-HSA-381545,0.8,4,0.8,4,0.8,4
R-HSA-9694555,1.0,1,1.0,1,1.0,1
R-HSA-446277,1.0,2,1.0,2,1.0,2
R-HSA-9913672,1.0,2,1.0,2,1.0,2
R-HSA-448948,0.5,1,0.5,1,0.5,1
R-HSA-9007615,0.5,1,0.5,1,0.5,1
R-HSA-8961636,0.8,4,0.8,4,0.8,4
R-HSA-9830270,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2
R-HSA-1676174,0.0,0,0.0,0,0.0,0
R-HSA-3249379,0.0,0,0.0,0,0.0,0
R-HSA-210292,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2
R-HSA-2022368,1.0,1,1.0,1,1.0,1
R-HSA-3299753,0.5714285714285714,4,0.5714285714285714,4,0.5714285714285714,4
R-HSA-6786070,0.8333333333333334,5,0.8333333333333334,5,0.8333333333333334,5
R-HSA-8852809,0.0,0,0.0,0,0.0,0
R-HSA-1912362,1.0,9,1.0,9,1.0,9
R-HSA-9820566,1.0,1,1.0,1,1.0,1
R-HSA-9694370,0.0,0,0.0,0,0.0,0
R-HSA-8948146,0.5,1,0.5,1,0.5,1
R-HSA-5625901,0.8571428571428571,6,0.8571428571428571,6,0.8571428571428571,6
R-HSA-76453,0.0,0,0.0,0,0.0,0
R-HSA-189406,0.0,0,0.0,0,0.0,0
R-HSA-210298,0.75,3,0.75,3,0.75,3
R-HSA-3928604,0.42857142857142855,3,0.42857142857142855,3,0.42857142857142855,3
R-HSA-141200,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,1
R-HSA-388814,0.8333333333333334,5,0.8333333333333334,5,0.8333333333333334,5
R-HSA-5610754,1.0,2,1.0,2,1.0,2
R-HSA-4641206,0.875,7,0.875,7,0.875,7
R-HSA-6805620,0.8333333333333334,5,0.8333333333333334,5,0.8333333333333334,5
R-HSA-8869568,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2
R-HSA-9021364,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2
R-HSA-1482847,0.0,0,0.0,0,0.0,0
R-HSA-9768782,1.0,1,1.0,1,1.0,1
R-HSA-109671,0.75,3,0.75,3,0.75,3
R-HSA-982792,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2
R-HSA-445083,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2
R-HSA-380229,0.0,0,0.0,0,0.0,0
R-HSA-3451147,0.8,4,0.8,4,0.8,4
R-HSA-139897,0.75,3,0.75,3,0.75,3
R-HSA-174105,0.9583333333333334,23,0.9583333333333334,23,0.9583333333333334,23
R-HSA-6803527,0.96,24,0.96,24,0.96,24
R-HSA-180038,0.6,3,0.6,3,0.6,3
R-HSA-4419948,0.5,1,0.5,1,0.5,1
R-HSA-1989757,1.0,1,1.0,1,1.0,1
R-HSA-9816148,1.0,1,1.0,1,1.0,1
R-HSA-8936007,1.0,1,1.0,1,1.0,1
R-HSA-200652,1.0,1,1.0,1,1.0,1
R-HSA-9634886,0.5,1,0.5,1,0.5,1
R-HSA-6801637,1.0,1,1.0,1,1.0,1
R-HSA-9694568,1.0,2,1.0,2,1.0,2
R-HSA-9707659,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2
R-HSA-6797269,1.0,3,1.0,3,1.0,3
R-HSA-9735946,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2
R-HSA-2730833,0.9090909090909091,10,0.9090909090909091,10,0.9090909090909091,10
R-HSA-879934,0.9,9,0.9,9,0.9,9
R-HSA-5632887,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2
R-HSA-1454791,0.8,4,0.8,4,0.8,4
R-HSA-2025882,0.75,3,0.75,3,0.75,3
R-HSA-9615945,0.9230769230769231,12,0.9230769230769231,12,0.9230769230769231,12
R-HSA-6798082,0.8,4,0.8,4,0.8,4
R-HSA-1791112,1.0,1,1.0,1,1.0,1
R-HSA-392749,1.0,10,1.0,10,1.0,10
R-HSA-5693593,0.9642857142857143,27,0.9642857142857143,27,0.9642857142857143,27
R-HSA-163688,0.5,1,0.5,1,0.5,1
R-HSA-9932510,0.8571428571428571,6,0.8571428571428571,6,0.8571428571428571,6
R-HSA-9734337,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2
R-HSA-5620918,1.0,4,1.0,4,1.0,4
R-HSA-453200,0.7142857142857143,5,0.7142857142857143,5,0.7142857142857143,5
R-HSA-9686969,1.0,21,1.0,21,1.0,21
R-HSA-983152,1.0,6,1.0,6,1.0,6
R-HSA-9817983,0.8888888888888888,8,0.8888888888888888,8,0.8888888888888888,8
R-HSA-9753283,0.6,3,0.6,3,0.6,3
R-HSA-5682967,1.0,11,1.0,11,1.0,11
R-HSA-5690759,0.75,3,0.75,3,0.75,3
R-HSA-9032067,0.8,4,0.8,4,0.8,4
R-HSA-389684,0.0,0,0.0,0,0.0,0
R-HSA-9911214,0.0,0,0.0,0,0.0,0
R-HSA-9929720,0.5,1,0.5,1,0.5,1
R-HSA-5218827,0.9,9,0.9,9,0.9,9
R-HSA-9672168,0.0,0,0.0,0,0.0,0
R-HSA-72635,1.0,5,1.0,5,1.0,5
R-HSA-212356,0.875,7,0.875,7,0.875,7
R-HSA-9859104,0.5,1,0.5,1,0.5,1
R-HSA-1461982,0.8571428571428571,6,0.8571428571428571,6,0.8571428571428571,6
R-HSA-9018499,0.8571428571428571,6,0.8571428571428571,6,0.8571428571428571,6
R-HSA-9854315,0.25,1,0.25,1,0.25,1
R-HSA-4719424,0.5,1,0.5,1,0.5,1
R-HSA-9839751,0.6,3,0.6,3,0.6,3
R-HSA-390931,1.0,5,1.0,5,1.0,5
R-HSA-445084,0.5,1,0.5,1,0.5,1
R-HSA-202714,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2
R-HSA-5357479,0.875,7,0.875,7,0.875,7
R-HSA-9907979,0.8,4,0.8,4,0.8,4
R-HSA-9664976,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2
R-HSA-9857359,0.5,1,0.5,1,0.5,1
R-HSA-9937529,0.5,1,0.5,1,0.5,1
R-HSA-211715,0.2,1,0.2,1,0.2,1
R-HSA-548830,0.0,0,0.0,0,0.0,0
R-HSA-1855153,0.0,0,0.0,0,0.0,0
R-HSA-8849102,0.0,0,0.0,0,0.0,0
R-HSA-2559439,0.8,4,0.8,4,0.8,4
R-HSA-2534087,0.0,0,0.0,0,0.0,0
R-HSA-6800035,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2
R-HSA-6803871,1.0,1,1.0,1,1.0,1
R-HSA-5244500,1.0,6,1.0,6,1.0,6
R-HSA-9692131,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2
R-HSA-9010539,1.0,1,1.0,1,1.0,1
R-HSA-2691214,0.0,0,0.0,0,0.0,0
R-HSA-5685208,0.75,3,0.75,3,0.75,3
R-HSA-6810139,0.8636363636363636,19,0.8636363636363636,19,0.8636363636363636,19
R-HSA-109278,0.6666666666666666,4,0.6666666666666666,4,0.6666666666666666,4
R-HSA-6811415,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2
R-HSA-2399941,0.5,1,0.5,1,0.5,1
R-HSA-9661799,1.0,1,1.0,1,1.0,1
R-HSA-9926523,1.0,1,1.0,1,1.0,1
R-HSA-9024386,0.9090909090909091,10,0.9090909090909091,10,0.9090909090909091,10
R-HSA-9024726,0.8888888888888888,8,0.8888888888888888,8,0.8888888888888888,8
R-HSA-9603791,1.0,3,1.0,3,1.0,3
R-HSA-9727567,0.5,1,0.5,1,0.5,1
R-HSA-1638845,0.0,0,0.0,0,0.0,0
R-HSA-450027,0.8,4,0.8,4,0.8,4
R-HSA-5684071,0.967741935483871,30,0.967741935483871,30,0.967741935483871,30
R-HSA-5676593,1.0,10,1.0,10,1.0,10
R-HSA-5654510,0.75,3,0.75,3,0.75,3
R-HSA-71707,0.0,0,0.0,0,0.0,0
R-HSA-3000103,0.8,4,0.8,4,0.8,4
R-HSA-9793451,0.875,7,0.875,7,0.875,7
